# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Dec  4 21:31:33 2019
#
# COLUMN fpl_hostname:   Host Name
# COLUMN fpl_name:       Planet Name
# COLUMN fpl_discmethod: Discovery Method
# COLUMN fpl_orbper:     Orbital Period [days]
# COLUMN fpl_orbpererr1: Orbital Period Upper Unc. [days]
# COLUMN fpl_orbpererr2: Orbital Period Lower Unc. [days]
# COLUMN fpl_orbperlim:  Orbital Period [days] Limit Flag
# COLUMN fpl_smax:       Orbit Semi-Major Axis [AU]
# COLUMN fpl_smaxerr1:   Orbit Semi-Major Axis Upper Unc.[AU]
# COLUMN fpl_smaxerr2:   Orbit Semi-Major Axis Lower Unc.[AU]
# COLUMN fpl_smaxlim:    Orbit Semi-Major Axis [AU] Limit Flag
# COLUMN fpl_eccen:      Eccentricity
# COLUMN fpl_eccenerr1:  Eccentricity Upper Unc.
# COLUMN fpl_eccenerr2:  Eccentricity Lower Unc.
# COLUMN fpl_eccenlim:   Eccentricity Limit Flag
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass]
# COLUMN fpl_bmasseerr1: Planet Mass or M*sin(i) Upper Unc. [Earth mass]
# COLUMN fpl_bmasseerr2: Planet Mass or M*sin(i) Lower Unc. [Earth mass]
# COLUMN fpl_bmasselim:  Planet Mass or M*sin(i) [Earth mass] Limit Flag
# COLUMN fpl_bmassprov:  Planet Mass or M*sin(i) Provenance
# COLUMN fpl_rade:       Planet Radius [Earth radii]
# COLUMN fpl_radeerr1:   Planet Radius Upper Unc. [Earth radii]
# COLUMN fpl_radeerr2:   Planet Radius Lower Unc. [Earth radii]
# COLUMN fpl_radelim:    Planet Radius [Earth radii] Limit Flag
# COLUMN fpl_dens:       Planet Density [g/cm**3]
# COLUMN fpl_denserr1:   Planet Density Upper Unc. [g/cm**3]
# COLUMN fpl_denserr2:   Planet Density Lower Unc. [g/cm**3]
# COLUMN fpl_denslim:    Planet Density [g/cm**3] Limit Flag
# COLUMN fpl_eqt:        Equilibrium Temperature [K]
# COLUMN fpl_eqterr1:    Equilibrium Temperature Upper Unc. [K]
# COLUMN fpl_eqterr2:    Equilibrium Temperature Lower Unc. [K]
# COLUMN fpl_eqtlim:     Equilibrium Temperature [K] Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN fst_dist:       Distance [pc]
# COLUMN fst_disterr1:   Distance Upper Unc. [pc]
# COLUMN fst_disterr2:   Distance Lower Unc. [pc]
# COLUMN fst_distlim:    Distance [pc] Limit Flag
# COLUMN fst_optmag:     Optical Magnitude [mag]
# COLUMN fst_optmagerr:  Optical Magnitude Unc. [mag]
# COLUMN fst_optmaglim:  Optical Magnitude [mag] Limit Flag
# COLUMN fst_optmagband: Optical Magnitude Band
# COLUMN fst_nirmag:     Near-IR Magnitude [mag]
# COLUMN fst_nirmagerr:  Near-IR Magnitude Unc. [mag]
# COLUMN fst_nirmaglim:  Near-IR Magnitude [mag] Limit Flag
# COLUMN fst_nirmagband: Near-IR Magnitude Band
# COLUMN fst_spt:        Spectral Type
# COLUMN fst_teff:       Effective Temperature [K]
# COLUMN fst_tefferr1:   Effective Temperature Upper Unc. [K]
# COLUMN fst_tefferr2:   Effective Temperature Lower Unc. [K]
# COLUMN fst_tefflim:    Effective Temperature [K] Limit Flag
# COLUMN fst_logg:       Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN fst_loggerr1:   Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN fst_loggerr2:   Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN fst_logglim:    Stellar Surface Gravity [log10(cm/s**2)] Limit Flag
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)]
# COLUMN fst_lumerr1:    Stellar Luminosity Upper Unc. [log10(Solar luminosity)]
# COLUMN fst_lumerr2:    Stellar Luminosity Lower Unc. [log10(Solar luminosity)]
# COLUMN fst_lumlim:     Stellar Luminosity [log10(Solar luminosity)] Limit Flag
# COLUMN fst_lumreflink: Stellar Luminosity Reference
# COLUMN fst_mass:       Stellar Mass [Solar mass]
# COLUMN fst_masserr1:   Stellar Mass Upper Unc. [Solar mass]
# COLUMN fst_masserr2:   Stellar Mass Lower Unc. [Solar mass]
# COLUMN fst_masslim:    Stellar Mass [Solar mass] Limit Flag
# COLUMN fst_rad:        Stellar Radius [Solar radii]
# COLUMN fst_raderr1:    Stellar Radius Upper Unc. [Solar radii]
# COLUMN fst_raderr2:    Stellar Radius Lower Unc. [Solar radii]
# COLUMN fst_radlim:     Stellar Radius [Solar radii] Limit Flag
# COLUMN fst_met:        Stellar Metallicity [dex]
# COLUMN fst_meterr1:    Stellar Metallicity Upper Unc. [dex]
# COLUMN fst_meterr2:    Stellar Metallicity Lower Unc. [dex]
# COLUMN fst_metlim:     Stellar Metallicity [dex] Limit Flag
# COLUMN fst_metratio:   Metallicity Ratio
# COLUMN fst_age:        Stellar Age [Gyr]
# COLUMN fst_ageerr1:    Stellar Age Upper Unc. [Gyr]
# COLUMN fst_ageerr2:    Stellar Age Lower Unc. [Gyr]
# COLUMN fst_agelim:     Stellar Age [Gyr] Limit Flag
#
fpl_hostname,fpl_name,fpl_discmethod,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,fpl_eqt,fpl_eqterr1,fpl_eqterr2,fpl_eqtlim,ra_str,ra,dec_str,dec,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_optmag,fst_optmagerr,fst_optmaglim,fst_optmagband,fst_nirmag,fst_nirmagerr,fst_nirmaglim,fst_nirmagband,fst_spt,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_lumreflink,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_met,fst_meterr1,fst_meterr2,fst_metlim,fst_metratio,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
Kepler-845,Kepler-845 b,Transit,0.92785982,0.00000055,-0.00000055,0,,,,,,,,,4.82000,,,0,M-R relationship,2.040,0.090,-0.290,0,3.12000,,,0,,,,,19h23m49.82s,290.957565,+49d12m13.7s,49.203812,471.00,20.63,-21.60,0,14.639,,0,G (Gaia),12.515,0.029,0,Ks (2MASS),,4913.00,57.49,-57.47,0,4.59,0.02,-0.04,0,-0.662,0.009,-0.010,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.79,0.03,-0.04,0,0.75,0.03,-0.03,0,0.010,0.146,-0.159,0,[Fe/H],4.790,5.860,-2.920,0
Kepler-846,Kepler-846 b,Transit,19.80792185,0.00008966,-0.00008966,0,,,,,,,,,6.71000,,,0,M-R relationship,2.480,0.320,-0.180,0,2.42000,,,0,,,,,19h08m13.68s,287.057016,+49d02m45.7s,49.046021,1233.00,148.90,-87.54,0,15.604,,0,G (Gaia),13.978,0.054,0,Ks (2MASS),,5579.00,69.45,-74.32,0,4.50,0.05,-0.11,0,-0.222,0.035,-0.038,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.94,0.04,-0.05,0,0.91,0.11,-0.06,0,0.000,0.136,-0.159,0,[Fe/H],4.370,5.160,-2.670,0
Kepler-847,Kepler-847 b,Transit,2.34323190,0.00000757,-0.00000757,0,,,,,,,,,1.76000,,,0,M-R relationship,1.180,0.090,-0.050,0,5.89000,,,0,,,,,18h54m01.15s,283.504798,+49d27m03.7s,49.451015,529.00,23.34,-20.16,0,14.780,,0,G (Gaia),12.708,,-1,Ks (2MASS),,4940.00,51.58,-54.72,0,4.58,0.02,-0.04,0,-0.542,0.012,-0.012,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.83,0.03,-0.04,0,0.77,0.03,-0.03,0,0.150,0.148,-0.160,0,[Fe/H],3.890,6.270,-2.250,0
Kepler-848,Kepler-848 b,Transit,6.91134416,0.00002461,-0.00002461,0,,,,,,,,,3.53000,,,0,M-R relationship,1.700,0.310,-0.250,0,3.95000,,,0,,,,,19h33m09.19s,293.288273,+48d48m41.8s,48.811619,797.00,123.48,-115.25,0,14.011,,0,G (Gaia),12.431,0.025,0,Ks (2MASS),,5695.00,70.35,-79.05,0,4.28,0.13,-0.11,0,0.595,0.027,-0.029,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.01,0.04,-0.04,0,1.20,0.18,-0.17,0,0.150,0.079,-0.084,0,[Fe/H],8.320,1.700,-2.860,0
Kepler-849,Kepler-849 b,Transit,394.62449040,0.00088750,-0.00088750,0,,,,,,,,,40.40000,,,0,M-R relationship,7.140,1.490,-1.370,0,0.61000,,,0,,,,,19h23m24.43s,290.851779,+48d31m16.8s,48.521339,747.00,152.98,-141.81,0,12.836,,0,G (Gaia),11.527,0.023,0,Ks (2MASS),,6059.00,81.18,-66.22,0,4.10,0.16,-0.13,0,0.585,0.015,-0.016,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.23,0.15,-0.09,0,1.64,0.34,-0.31,0,0.120,0.102,-0.079,0,[Fe/H],3.980,1.000,-0.800,0
Kepler-85,Kepler-85 b,Transit,8.30600000,,,0,,,,,,,,,4.54000,,,0,M-R relationship,1.970,0.100,-0.100,0,3.26000,,,0,,,,,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,782.09,13.95,-13.95,0,14.766,,0,G (Gaia),13.083,0.023,0,Ks (2MASS),,5436.00,100.00,-100.00,0,4.49,0.15,-0.15,0,-0.232,0.020,-0.021,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.92,0.03,-0.04,0,0.89,0.13,-0.13,0,0.000,0.101,-0.103,0,[Fe/H],4.370,3.310,-2.430,0
Kepler-85,Kepler-85 c,Transit,12.51300000,,,0,,,,,,,,,20.90000,6.20000,-5.60000,0,Mass,2.180,0.100,-0.100,0,11.10000,,,0,,,,,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,782.09,13.95,-13.95,0,14.766,,0,G (Gaia),13.083,0.023,0,Ks (2MASS),,5436.00,100.00,-100.00,0,4.49,0.15,-0.15,0,-0.232,0.020,-0.021,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.92,0.03,-0.04,0,0.89,0.13,-0.13,0,0.000,0.101,-0.103,0,[Fe/H],4.370,3.310,-2.430,0
Kepler-85,Kepler-85 d,Transit,17.91323000,0.00026600,-0.00026600,0,0.130000,,,0,,,,,1.87000,,,0,M-R relationship,1.200,0.190,-0.190,0,5.95000,,,0,,,,,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,782.09,13.95,-13.95,0,14.766,,0,G (Gaia),13.083,0.023,0,Ks (2MASS),,5436.00,100.00,-100.00,0,4.49,0.15,-0.15,0,-0.232,0.020,-0.021,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.92,0.03,-0.04,0,0.89,0.13,-0.13,0,0.000,0.101,-0.103,0,[Fe/H],4.370,3.310,-2.430,0
Kepler-85,Kepler-85 e,Transit,25.21675100,0.00071800,-0.00071800,0,0.163000,,,0,,,,,0.60000,0.50000,-0.40000,0,Mass,1.270,0.200,-0.200,0,1.60000,1.60000,-1.20000,0,,,,,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,782.09,13.95,-13.95,0,14.766,,0,G (Gaia),13.083,0.023,0,Ks (2MASS),,5436.00,100.00,-100.00,0,4.49,0.15,-0.15,0,-0.232,0.020,-0.021,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.92,0.03,-0.04,0,0.89,0.13,-0.13,0,0.000,0.101,-0.103,0,[Fe/H],4.370,3.310,-2.430,0
Kepler-850,Kepler-850 b,Transit,7.19303878,0.00003818,-0.00003818,0,,,,,,,,,3.82000,,,0,M-R relationship,1.780,0.470,-0.210,0,3.72000,,,0,,,,,19h32m20.27s,293.084462,+48d34m31.4s,48.575390,1535.00,399.36,-175.69,0,15.427,,0,G (Gaia),13.987,0.063,0,Ks (2MASS),,5932.00,89.30,-95.55,0,4.39,0.08,-0.19,0,0.185,0.054,-0.061,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.06,0.07,-0.06,0,1.09,0.29,-0.12,0,0.030,0.140,-0.164,0,[Fe/H],3.890,2.160,-2.140,0
Kepler-851,Kepler-851 b,Transit,8.50699658,0.00003708,-0.00003708,0,,,,,,,,,3.46000,,,0,M-R relationship,1.680,0.270,-0.210,0,4.01000,,,0,,,,,19h38m43.27s,294.680286,+49d08m24.6s,49.140160,869.00,83.89,-60.87,0,15.108,,0,G (Gaia),13.392,0.043,0,Ks (2MASS),,5455.00,87.48,-80.92,0,4.53,0.04,-0.09,0,-0.283,0.023,-0.024,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.89,0.04,-0.05,0,0.85,0.08,-0.06,0,-0.070,0.156,-0.173,0,[Fe/H],4.470,5.860,-2.730,0
Kepler-852,Kepler-852 b,Transit,44.93098040,0.00024000,-0.00024000,0,,,,,,,,,6.99000,,,0,M-R relationship,2.540,0.450,-0.170,0,2.34000,,,0,,,,,19h49m33.98s,297.391593,+48d33m38.5s,48.560692,854.00,44.05,-40.44,0,13.907,,0,G (Gaia),12.587,0.024,0,Ks (2MASS),,6100.00,85.43,-84.46,0,4.38,0.03,-0.03,0,0.768,0.037,-0.041,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.19,0.04,-0.04,0,1.16,0.05,-0.05,0,0.220,0.074,-0.068,0,[Fe/H],1.480,0.674,-0.355,0
Kepler-853,Kepler-853 b,Transit,7.16892463,0.00002302,-0.00002302,0,,,,,,,,,3.50000,,,0,M-R relationship,1.690,0.480,-0.280,0,3.98000,,,0,,,,,18h55m44.84s,283.936824,+49d06m37.2s,49.110325,610.00,167.86,-95.89,0,12.248,,0,G (Gaia),11.151,0.016,0,Ks (2MASS),,6350.00,60.54,-55.18,0,4.17,0.13,-0.17,0,0.488,0.010,-0.010,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.30,0.14,-0.08,0,1.55,0.44,-0.24,0,0.070,0.093,-0.079,0,[Fe/H],2.690,0.360,-0.678,0
Kepler-854,Kepler-854 b,Transit,2.14463285,0.00000068,-0.00000068,0,,,,,,,,,42000.00000,,,0,M-R relationship,16.720,6.770,-2.290,0,49.40000,,,0,,,,,19h33m24.31s,293.351293,+43d08m04.7s,43.134640,741.00,299.80,-107.88,0,13.504,,0,G (Gaia),12.046,0.023,0,Ks (2MASS),,6179.00,110.41,-142.15,0,4.29,0.11,-0.23,0,0.797,0.029,-0.031,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.17,0.17,-0.09,0,1.27,0.51,-0.17,0,0.040,0.130,-0.148,0,[Fe/H],3.020,1.060,-1.230,0
Kepler-855,Kepler-855 b,Transit,7.88663110,0.00000247,-0.00000247,0,,,,,,,,,52.70000,,,0,M-R relationship,8.350,1.700,-0.810,0,0.49700,,,0,,,,,19h40m22.80s,295.094990,+43d32m15.3s,43.537586,1043.00,211.48,-107.47,0,15.019,,0,G (Gaia),13.338,0.031,0,Ks (2MASS),,5835.00,99.82,-156.07,0,4.42,0.07,-0.15,0,0.281,0.041,-0.045,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.03,0.07,-0.07,0,1.03,0.21,-0.10,0,0.060,0.146,-0.158,0,[Fe/H],4.170,2.830,-2.360,0
Kepler-856,Kepler-856 b,Transit,8.02768059,0.00000201,-0.00000201,0,,,,,,,,,63.30000,,,0,M-R relationship,9.300,1.250,-0.600,0,0.43200,,,0,,,,,19h18m24.92s,289.603836,+46d18m53.8s,46.314953,1175.00,158.82,-78.49,0,15.557,,0,G (Gaia),13.905,0.046,0,Ks (2MASS),,5535.00,69.55,-84.49,0,4.49,0.05,-0.12,0,-0.020,0.042,-0.046,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.96,0.04,-0.04,0,0.93,0.12,-0.06,0,0.120,0.150,-0.142,0,[Fe/H],4.270,5.300,-2.670,0
Kepler-857,Kepler-857 b,Transit,85.35129427,0.00009562,-0.00009562,0,,,,,,,,,37.20000,,,0,M-R relationship,6.800,1.700,-0.680,0,0.65000,,,0,,,,,19h38m31.77s,294.632389,+43d24m01.7s,43.400467,1039.00,263.37,-112.40,0,15.064,,0,G (Gaia),13.403,0.037,0,Ks (2MASS),,5773.00,125.46,-173.80,0,4.45,0.07,-0.17,0,-0.127,0.026,-0.028,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.99,0.07,-0.07,0,0.99,0.25,-0.10,0,0.020,0.125,-0.175,0,[Fe/H],4.270,3.180,-2.500,0
Kepler-858,Kepler-858 b,Transit,76.13602028,0.00005533,-0.00005533,0,,,,,,,,,21.10000,,,0,M-R relationship,4.870,0.230,-0.200,0,1.00000,,,0,,,,,19h15m23.67s,288.848631,+51d12m32.6s,51.209049,296.00,14.66,-13.20,0,12.411,,0,G (Gaia),10.862,0.021,0,Ks (2MASS),,5653.00,74.35,-61.07,0,4.50,0.03,-0.04,0,-0.126,0.005,-0.005,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.96,0.04,-0.04,0,0.91,0.04,-0.04,0,-0.040,0.106,-0.106,0,[Fe/H],3.390,2.420,-1.680,0
Kepler-859,Kepler-859 b,Transit,20.38177573,0.00005321,-0.00005321,0,,,,,,,,,9.75000,,,0,M-R relationship,3.090,0.180,-0.150,0,1.82000,,,0,,,,,19h06m58.05s,286.741873,+43d11m24.4s,43.190108,915.00,42.00,-47.43,0,15.880,,0,G (Gaia),13.858,0.052,0,Ks (2MASS),,5020.00,48.72,-50.72,0,4.59,0.02,-0.05,0,-0.560,0.032,-0.034,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.81,0.04,-0.04,0,0.77,0.03,-0.04,0,-0.020,0.148,-0.171,0,[Fe/H],4.570,6.070,-2.760,0
Kepler-860,Kepler-860 b,Transit,5.10137945,0.00000894,-0.00000894,0,,,,,,,,,10.60000,,,0,M-R relationship,3.240,0.810,-0.330,0,1.71000,,,0,,,,,19h42m18.54s,295.577265,+46d15m17.1s,46.254742,1295.00,319.75,-137.46,0,15.403,,0,G (Gaia),13.750,0.044,0,Ks (2MASS),,5836.00,75.40,-111.94,0,4.40,0.08,-0.18,0,-0.200,0.028,-0.030,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.04,0.07,-0.06,0,1.06,0.26,-0.11,0,0.090,0.155,-0.142,0,[Fe/H],4.270,2.640,-2.450,0
Kepler-861,Kepler-861 b,Transit,3.94963138,0.00000549,-0.00000549,0,,,,,,,,,5.82000,,,0,M-R relationship,2.280,0.120,-0.130,0,2.70000,,,0,,,,,19h29m24.94s,292.353929,+46d13m34.6s,46.226280,806.00,40.31,-41.15,0,15.596,,0,G (Gaia),13.532,0.048,0,Ks (2MASS),,5047.00,65.25,-72.90,0,4.58,0.03,-0.05,0,-0.437,0.028,-0.030,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.82,0.04,-0.04,0,0.78,0.04,-0.04,0,0.010,0.153,-0.165,0,[Fe/H],4.470,6.030,-2.670,0
Kepler-862,Kepler-862 b,Transit,3.14866453,0.00000703,-0.00000703,0,,,,,,,,,5.52000,,,0,M-R relationship,2.210,0.440,-0.170,0,2.81000,,,0,,,,,19h51m07.02s,297.779266,+46d29m33.9s,46.492741,806.00,70.49,-54.50,0,15.303,,0,G (Gaia),13.315,0.035,0,Ks (2MASS),,5333.00,86.45,-134.35,0,4.54,0.04,-0.08,0,-0.141,0.046,-0.051,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.88,0.04,-0.05,0,0.84,0.07,-0.05,0,0.040,0.146,-0.167,0,[Fe/H],4.790,6.130,-2.990,0
Kepler-863,Kepler-863 b,Transit,15.59461874,0.00004285,-0.00004285,0,,,,,,,,,8.75000,,,0,M-R relationship,2.900,0.680,-0.320,0,1.97000,,,0,,,,,19h50m39.49s,297.664523,+43d14m56.3s,43.248962,1145.00,288.52,-130.49,0,15.446,,0,G (Gaia),13.706,0.044,0,Ks (2MASS),,5678.00,317.91,-195.62,0,4.46,0.08,-0.14,0,0.098,0.051,-0.058,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.96,0.11,-0.07,0,0.95,0.22,-0.10,0,-0.030,0.143,-0.187,0,[Fe/H],3.800,4.650,-2.130,0
Kepler-864,Kepler-864 b,Transit,5.83376092,0.00001891,-0.00001891,0,,,,,,,,,6.35000,,,0,M-R relationship,2.400,0.630,-0.220,0,2.52000,,,0,,,,,19h00m13.70s,285.057092,+46d19m14.4s,46.320675,1573.00,409.26,-141.70,0,15.782,,0,G (Gaia),14.218,0.078,0,Ks (2MASS),,5754.00,66.12,-63.35,0,4.44,0.07,-0.19,0,0.236,0.070,-0.083,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.00,0.05,-0.05,0,1.00,0.26,-0.09,0,0.040,0.136,-0.177,0,[Fe/H],4.680,3.430,-2.870,0
Kepler-865,Kepler-865 b,Transit,14.16399294,0.00002463,-0.00002463,0,,,,,,,,,6.76000,,,0,M-R relationship,2.490,0.490,-0.240,0,2.41000,,,0,,,,,19h50m53.83s,297.724283,+43d31m38.8s,43.527435,664.00,139.31,-68.31,0,14.504,,0,G (Gaia),12.684,0.024,0,Ks (2MASS),,5570.00,287.71,-208.99,0,4.49,0.07,-0.13,0,-0.339,0.015,-0.016,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.93,0.09,-0.07,0,0.92,0.18,-0.09,0,-0.010,0.138,-0.177,0,[Fe/H],4.270,5.150,-2.560,0
Kepler-866,Kepler-866 b,Transit,2.61703254,0.00000731,-0.00000731,0,,,,,,,,,3.29000,,,0,M-R relationship,1.630,0.080,-0.120,0,4.17000,,,0,,,,,19h20m29.36s,290.122337,+43d05m08.0s,43.085560,690.00,31.69,-44.67,0,15.797,,0,G (Gaia),13.484,0.030,0,Ks (2MASS),,4751.00,64.17,-70.26,0,4.62,0.03,-0.03,0,-0.770,0.024,-0.025,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.75,0.04,-0.05,0,0.71,0.03,-0.04,0,-0.070,0.160,-0.172,0,[Fe/H],4.270,5.800,-2.480,0
Kepler-867,Kepler-867 b,Transit,150.24212700,0.00060470,-0.00060470,0,,,,,,,,,19.40000,,,0,M-R relationship,4.640,0.410,-0.300,0,1.07000,,,0,,,,,19h09m08.48s,287.285313,+51d14m59.9s,51.249981,824.00,56.53,-41.60,0,14.885,,0,G (Gaia),13.148,0.034,0,Ks (2MASS),,5541.00,61.72,-68.57,0,4.49,0.05,-0.06,0,0.117,0.078,-0.095,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.92,0.04,-0.04,0,0.91,0.06,-0.04,0,-0.020,0.098,-0.110,0,[Fe/H],5.890,3.340,-3.370,0
Kepler-868,Kepler-868 b,Transit,5.03251791,0.00002082,-0.00002082,0,,,,,,,,,4.86000,,,0,M-R relationship,2.050,0.200,-0.170,0,3.10000,,,0,,,,,18h49m27.24s,282.363512,+46d40m30.9s,46.675240,1269.00,123.67,-96.80,0,15.618,,0,G (Gaia),14.090,0.059,0,Ks (2MASS),,5614.00,75.11,-68.84,0,4.51,0.04,-0.09,0,0.081,0.059,-0.068,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.93,0.05,-0.06,0,0.89,0.09,-0.06,0,-0.080,0.146,-0.189,0,[Fe/H],3.890,4.600,-2.300,0
Kepler-869,Kepler-869 b,Transit,40.42877550,0.00017990,-0.00017990,0,,,,,,,,,12.70000,,,0,M-R relationship,3.610,0.830,-0.620,0,1.48000,,,0,,,,,19h17m41.90s,289.424591,+50d59m38.8s,50.994122,957.00,220.03,-79.00,0,14.969,,0,G (Gaia),13.359,0.036,0,Ks (2MASS),,5664.00,72.29,-95.26,0,4.47,0.06,-0.18,0,-0.127,0.023,-0.024,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.97,0.05,-0.05,0,0.95,0.22,-0.07,0,0.020,0.129,-0.159,0,[Fe/H],4.790,4.420,-3.060,0
Kepler-87,Kepler-87 b,Transit,114.73635000,0.00015000,-0.00015000,0,0.481000,0.026000,-0.028000,0,0.036000,0.009000,-0.009000,0,324.20000,8.80000,-8.80000,0,Mass,13.490,0.550,-0.550,0,0.72900,0.02600,-0.02600,0,478,4,-4,0,19h51m40.05s,297.916877,+46d57m54.5s,46.965130,1277.88,28.80,-28.80,0,14.587,,0,G (Gaia),12.981,0.024,0,Ks (2MASS),,5600.00,50.00,-50.00,0,3.96,0.02,-0.02,0,0.267,0.027,-0.029,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.10,0.05,-0.05,0,1.82,0.04,-0.04,0,-0.170,0.030,-0.030,0,[Fe/H],7.500,0.500,-0.500,0
